id,sprint,section,status,classification,confidence,attestationJson,attProvenance,attVerdict,attSpecPlan,commitCount,prRefs,deliverable,implRefs,evidence,gaps,possibleFalsePositive,fpJustification,description
PG-030,14,Billing Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,,,4,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; 4 impl-refs",,false,,Subscriptions
PG-031,14,Billing Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,6,"attestation.json(verdict=COMPLETE,prov=true); 6 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Receipts
PG-032,15,Developer Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,,1,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; 1 impl-refs",,false,,Docs Index
PG-033,15,Developer Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,,,2,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; 2 impl-refs",,false,,API Docs
PG-034,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Webhooks Docs
PG-035,15,Developer Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,,,0,"attestation.json(verdict=COMPLETE,prov=true); 3 commits",,false,,Changelog
PG-036,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,SDK Guides
PG-037,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,CLI Docs
PG-038,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Auth Guides
PG-039,15,Developer Pages,Completed,entregue-sem-evidencia,68,true,false,PASS,,0,,,2,"attestation.json(verdict=PASS,prov=false); 2 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='PASS') — pre-ADR-068 schema",false,,Dev Apps
PG-040,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,New Dev App
PG-041,15,Developer Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=true); 1 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Dev App Detail
PG-042,15,Developer Pages,Completed,entregue-comprovada,85,true,true,PASS,,0,,,1,"attestation.json(verdict=PASS,prov=true); 1 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Dev App Edit
PG-043,16,Support Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Help Center Index
PG-044,16,Support Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Help Search
PG-045,16,Support Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,309,,0,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; PRs:309",,false,,Help Article
PG-046,16,Support Pages,Completed,entregue-comprovada,85,true,true,PASS,,0,,,5,"attestation.json(verdict=PASS,prov=true); 5 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Support Tickets
PG-047,16,Support Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,6,"attestation.json(verdict=COMPLETE,prov=true); 6 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,New Ticket
PG-048,16,Support Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,8,"attestation.json(verdict=COMPLETE,prov=true); 8 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Ticket Detail
PG-050,17,Legal Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=true); 1 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Privacy Policy
PG-051,17,Legal Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,9,,,0,"attestation.json(verdict=COMPLETE,prov=false); 9 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Terms of Service
PG-052,17,Legal Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,5,265,,1,"attestation.json(verdict=COMPLETE,prov=true); 5 commits; PRs:265; 1 impl-refs",,false,,Cookie Policy
PG-053,17,Legal Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,265,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; PRs:265","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Data Processing Addendum
PG-054,17,Legal Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,2,,,1,"attestation.json(verdict=COMPLETE,prov=false); 2 commits; 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Acceptable Use Policy
PG-055,17,System Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,404 Not Found
PG-056,17,System Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,265,,3,"attestation.json(verdict=COMPLETE,prov=false); PRs:265; 3 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,500 Error
PG-057,17,System Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,2,,,0,"attestation.json(verdict=COMPLETE,prov=false); 2 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Maintenance
PG-058,18,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,13,541|538|537|536,,3,"attestation.json(verdict=COMPLETE,prov=true); 13 commits; PRs:541,538,537,536; 3 impl-refs",,false,,Dashboard
PG-059,18,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,414|408,,18,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; PRs:414,408; 18 impl-refs",,false,,Leads List
PG-060,18,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,446|386|383,,7,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; PRs:446,386,383; 7 impl-refs",,false,,New Lead
PG-061,18,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,414|408,,4,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; PRs:414,408; 4 impl-refs",,false,,Lead Detail
PG-062,18,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,416|414,,1,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; PRs:416,414; 1 impl-refs",,false,,Edit Lead
PG-063,18,Core CRM,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,424,,4,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; PRs:424; 4 impl-refs",,false,,Import Leads
BRAND-002,1,Design System,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Design Tokens Integration Plan (Tailwind/shadcn theme mapping)
SALES-001,1,Commercial Assets,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Commercial Narrative + Pitch Deck Outline + One-Pager
SALES-002,2,Commercial Assets,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Sales Motion Playbook (outreach sequences, discovery + demo scripts)"
GOV-001,1,Architecture Governance,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,41,,,0,"attestation.json(verdict=COMPLETE,prov=false); 41 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Architecture Governance Pack (ADR + ARP templates, decision workflow, flowcharts)"
PG-104,13,Settings,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,4,"attestation.json(verdict=COMPLETE,prov=true); 4 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Settings Home
IFC-101,2,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Lead Aggregate and Value Objects
IFC-102,2,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Contact Aggregate and Value Objects
IFC-103,2,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Account Aggregate and Value Objects
IFC-104,3,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Opportunity Aggregate and Value Objects
IFC-105,3,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Task Aggregate and Value Objects
IFC-106,1,Architecture,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Define Hexagonal module boundaries + create canonical packages/application + packages/adapters skeleton
IFC-107,3,Infrastructure,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,PHASE-039: Implement Repositories and Factories
IFC-108,4,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement Domain Services & Business Logic
IFC-109,2,Testing,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Define TDD Process, Coverage & Review Checklist"
IFC-110,4,Testing,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Write Unit & Integration Tests for Domain Entities
IFC-111,5,Quality,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,5,"attestation.json(verdict=COMPLETE,prov=false); 5 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Set up SonarQube and integrate static analysis into CI/CD
IFC-112,5,Infrastructure,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement blue/green deployment and rollback strategy
IFC-113,10,Security,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,26,"attestation.json(verdict=COMPLETE,prov=false); 26 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement secrets management and encryption at rest and in transit
IFC-114,7,Security,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,5,"attestation.json(verdict=COMPLETE,prov=true); 5 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Implement API rate limiting and DDoS protection
IFC-116,9,Observability,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Instrument application with OpenTelemetry, unify logs, metrics and traces"
IFC-117,6,AI Insights,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,25,"attestation.json(verdict=COMPLETE,prov=true); 25 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,"Monitor AI models for drift, latency, hallucination and ROI"
IFC-118,8,Risk Mgmt,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Establish and maintain a risk register with mitigation actions
IFC-119,1,Planning,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Define recurring backlog refinement, sprint planning, review and retrospective ceremonies"
IFC-120,14,Auth Pages,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,42,"attestation.json(verdict=COMPLETE,prov=true); 42 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Implement password reset and email verification flows
PG-124,15,Auth Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,auth,24,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; web-route:auth; 24 impl-refs",,false,,Implement SSO (SAML/OAuth) and social login providers
PG-125,16,Auth Pages,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,2,,,17,"attestation.json(verdict=COMPLETE,prov=false); 2 commits; 17 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Add MFA using TOTP or SMS and allow users to enable/disable from security settings
IFC-121,10,Security,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Schedule periodic secret rotation and dependency vulnerability updates
IFC-122,7,Resilience,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,4,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 4 impl-refs",,false,,Implement circuit breaker and retry policies for external service calls
IFC-124,9,Compliance,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,2,"attestation.json(verdict=COMPLETE,prov=false); 2 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Encrypt and aggregate audit logs; automate compliance reporting
PG-126,17,Public Pages,Completed,entregue-comprovada,95,true,true,COMPLETE,,8,265|157,,26,"attestation.json(verdict=COMPLETE,prov=true); 8 commits; PRs:265,157; 26 impl-refs",,false,,"Add in‑app onboarding, guided product tours and feedback collection"
IFC-125,6,AI Foundation,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,,,27,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; 27 impl-refs",,false,,"Implement guardrails for prompt injection, data leakage, and monitor AI bias"
IFC-126,7,Documentation,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,0,"attestation.json(verdict=COMPLETE,prov=true); 1 commits",,false,,Continuously maintain ADR registry and developer guide updates
IFC-127,5,Security,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,18,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; 18 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement tenant isolation at database and application layers
IFC-128,3,AI Foundation,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,,2,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; 2 impl-refs",,false,,Establish AI output review and manual fallback processes
IFC-129,6,Testing,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,8,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; 8 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Write UI and contract tests for core pages and tRPC endpoints
IFC-130,5,Validation,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,security,0,"attestation.json(verdict=COMPLETE,prov=false); web-route:security","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Release governance: staging auto-deploy, promotion policy, quality/security gates, rollback criteria"
IFC-131,4,Foundation Setup,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Architecture boundary enforcement: domain/infrastructure dependency rules + architecture tests in CI
IFC-132,6,Security,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Supply chain security: dependency pinning + SBOM generation in CI (npm/pnpm + container)
IFC-133,7,Security,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Supply chain security: artifact signing + provenance for build outputs (images + releases)
IFC-134,7,Security,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Container/image scanning in CI and registry with fail-on-critical policy
IFC-135,1,Architecture,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Create ADR pack for multi-tenancy; workflow engine choice; agent tool-calling; data classification & retention; audit lo
IFC-136,3,Domain,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Implement Case/Matter aggregate root with tasks; deadlines; parties; lawyer assignments
IFC-137,4,Scheduling,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,7,"attestation.json(verdict=COMPLETE,prov=false); 7 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Develop Appointment aggregate with conflict detection; buffers; recurrence; linkage to cases and calendars
IFC-138,5,Integration,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,11,"attestation.json(verdict=COMPLETE,prov=false); 11 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Integrate external calendar providers (Google/Microsoft) with bidirectional sync; webhook handling; idempotency; reconci
IFC-139,6,AI Assistant,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,25,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; 25 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Expose application services as agent tools and implement human approval flows with preview and rollback for high-risk ac
IFC-140,11,Compliance,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,3,"attestation.json(verdict=COMPLETE,prov=true); 3 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Implement data governance workflows: DSAR requests; retention & legal hold policies; tenant-specific encryption key mana
IFC-141,10,Workflow,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Evaluate n8n; custom engine; and Temporal; document decision via ADR; build event-driven minimal rules engine and integr
IFC-142,8,Operations,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,1,"attestation.json(verdict=COMPLETE,prov=false); 1 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Define SLOs/SLIs and alerting; establish on-call and incident management process; conduct restore drills; create capacit
IFC-143,11,Security,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Perform threat modeling and abuse-case analysis for multi-tenancy and agent tool-calling; design mitigations; schedule p
IFC-144,6,Integration,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,16,"attestation.json(verdict=COMPLETE,prov=true); 16 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Design and implement inbound/outbound email flows: SPF/DKIM/DMARC; inbound parsing; attachments; implement general webho
IFC-145,9,Migration,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Plan and execute legacy system migration: discover and map data; assess data quality; design migration scripts; run rehe
IFC-146,2,Planning,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,2,,,0,"attestation.json(verdict=COMPLETE,prov=false); 2 commits","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Define PRD and user journey templates; create Definition of Ready criteria; develop traceability matrix linking capabili
IFC-147,5,UI/Domain,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,5,"attestation.json(verdict=COMPLETE,prov=true); 5 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,Develop Case timeline UI with deadline engine: display tasks; deadlines; events; implement deadline engine to compute le
IFC-148,7,AI Assistant,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,18,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 18 impl-refs",,false,,Implement conversation record entity: store chat transcripts; tool calls; actions per case; enable search and retrieval;
IFC-149,6,AI Assistant,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,8,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 8 impl-refs",,false,,Implement action preview and rollback UI for agent-initiated changes; integrated with approval flows
IFC-150,5,Platform,Completed,entregue-comprovada,95,true,true,COMPLETE,,8,,,17,"attestation.json(verdict=COMPLETE,prov=true); 8 commits; 17 impl-refs",,false,,Domain events infrastructure: event contracts + versioning + outbox pattern + idempotent publishing
IFC-151,6,Platform,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=false)","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Event consumers framework: retries + DLQ + backoff + observability; standard webhook/idempotency utilities
IFC-152,6,Case Docs,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,8,"attestation.json(verdict=COMPLETE,prov=true); 8 impl-refs","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,"Case document model: storage metadata, versioning, ACL mapping (tenant + case + role), and audit hooks"
IFC-153,6,Case Docs,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,,email,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; web-route:email","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Ingestion pipeline for case files: upload/email attachment intake, antivirus scan, metadata extraction, storage, and ind"
IFC-154,6,Case Docs,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,,4,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; 4 impl-refs",,false,,OCR + text extraction worker for scanned PDFs/images; normalized text artifacts stored for search and RAG
IFC-155,6,Search/AI,Completed,entregue-comprovada,95,true,true,COMPLETE,,3,355|247,case-settings,60,"attestation.json(verdict=COMPLETE,prov=true); 3 commits; PRs:355,247; web-route:case-settings; 60 impl-refs",,false,,Permissioned indexing for case documents and notes: full-text + embeddings with tenant/case ACL filters
IFC-156,6,AI Assistant,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,437|355|247,case-settings,7,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; PRs:437,355,247; web-route:case-settings; 7 impl-refs","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,Case RAG tool: agent retrieval tool constrained by tenant/case permissions; citations + source trace; prompt-injection h
IFC-157,11,Notifications,Completed,entregue-comprovada,95,true,true,COMPLETE,,1,,,27,"attestation.json(verdict=COMPLETE,prov=true); 1 commits; 27 impl-refs",,false,,"Notification service MVP: unified delivery (in-app + email) with preference model (backend), templates, and audit loggin"
IFC-158,11,Scheduling,Completed,entregue-comprovada,95,true,true,COMPLETE,,2,,cancel,17,"attestation.json(verdict=COMPLETE,prov=true); 2 commits; web-route:cancel; 17 impl-refs",,false,,"Scheduling communications: ICS invites, reschedule/cancel flows, reminders; integrated with notification service and cal"
IFC-159,13,UI/Domain,Completed,entregue-comprovada,95,true,true,COMPLETE,,11,,agent-approvals,8,"attestation.json(verdict=COMPLETE,prov=true); 11 commits; web-route:agent-approvals; 8 impl-refs",,false,,"Case timeline enrichment: include documents/versions, communications (email/WhatsApp), and agent actions/approvals as ti"
IFC-163,13,Platform,Completed,entregue-sem-evidencia,68,true,false,COMPLETE,,1,309,,0,"attestation.json(verdict=COMPLETE,prov=false); 1 commits; PRs:309","attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema",false,,"Standardize worker runtime under apps/workers (events, ingestion, notifications) with shared job framework, metrics, and"
EXP-PLATFORM-001,12,Infrastructure,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,"Platform utilities package - feature flags, resilience patterns, job queues, workflow orchestration"
EXP-SCRIPTS-001,12,Infrastructure,Completed,entregue-comprovada,85,true,true,COMPLETE,,0,,,0,"attestation.json(verdict=COMPLETE,prov=true)","canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text",false,,"Utility scripts - task data cleanup, schema fixes, dev monitoring"
