id,sprint,status,classification,achievement,evidenceStrength,residualGap
IFC-144,6,Completed,entregue-comprovada,Design and implement inbound/outbound email flows: SPF/DKIM/DMARC; inbound parsing; attachments; implement general webho,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-145,9,Completed,entregue-comprovada,Plan and execute legacy system migration: discover and map data; assess data quality; design migration scripts; run rehe,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-146,2,Completed,entregue-sem-evidencia,Define PRD and user journey templates; create Definition of Ready criteria; develop traceability matrix linking capabili,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-147,5,Completed,entregue-comprovada,Develop Case timeline UI with deadline engine: display tasks; deadlines; events; implement deadline engine to compute le,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-148,7,Completed,entregue-comprovada,Implement conversation record entity: store chat transcripts; tool calls; actions per case; enable search and retrieval;,strong,
IFC-149,6,Completed,entregue-comprovada,Implement action preview and rollback UI for agent-initiated changes; integrated with approval flows,strong,
IFC-150,5,Completed,entregue-comprovada,Domain events infrastructure: event contracts + versioning + outbox pattern + idempotent publishing,strong,
IFC-151,6,Completed,entregue-sem-evidencia,Event consumers framework: retries + DLQ + backoff + observability; standard webhook/idempotency utilities,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-152,6,Completed,entregue-comprovada,"Case document model: storage metadata, versioning, ACL mapping (tenant + case + role), and audit hooks",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-153,6,Completed,entregue-sem-evidencia,"Ingestion pipeline for case files: upload/email attachment intake, antivirus scan, metadata extraction, storage, and ind",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-154,6,Completed,entregue-comprovada,OCR + text extraction worker for scanned PDFs/images; normalized text artifacts stored for search and RAG,strong,
IFC-155,6,Completed,entregue-comprovada,Permissioned indexing for case documents and notes: full-text + embeddings with tenant/case ACL filters,strong,
IFC-156,6,Completed,entregue-sem-evidencia,Case RAG tool: agent retrieval tool constrained by tenant/case permissions; citations + source trace; prompt-injection h,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-157,11,Completed,entregue-comprovada,"Notification service MVP: unified delivery (in-app + email) with preference model (backend), templates, and audit loggin",strong,
IFC-158,11,Completed,entregue-comprovada,"Scheduling communications: ICS invites, reschedule/cancel flows, reminders; integrated with notification service and cal",strong,
IFC-159,13,Completed,entregue-comprovada,"Case timeline enrichment: include documents/versions, communications (email/WhatsApp), and agent actions/approvals as ti",strong,
IFC-163,13,Completed,entregue-sem-evidencia,"Standardize worker runtime under apps/workers (events, ingestion, notifications) with shared job framework, metrics, and",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
EXP-PLATFORM-001,12,Completed,entregue-comprovada,"Platform utilities package - feature flags, resilience patterns, job queues, workflow orchestration",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
EXP-SCRIPTS-001,12,Completed,entregue-comprovada,"Utility scripts - task data cleanup, schema fixes, dev monitoring",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
EXP-ARTIFACTS-002,14,Completed,entregue-sem-evidencia,Cookie Consent Component Implementation (GDPR),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
EXP-ARTIFACTS-003,14,Completed,entregue-sem-evidencia,Vulnerability Baseline Documentation,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
TRACK-001,14,Completed,entregue-comprovada,Status Snapshot UI - Real-time task status tracking with manual refresh button,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
TRACK-002,14,Completed,entregue-comprovada,Quality Metrics UI - Debt ledger coverage SonarQube with refresh buttons,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
TRACK-003,14,Completed,entregue-comprovada,Risk Register UI - View and update risks with mitigation tracking,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
TRACK-004,14,Completed,entregue-comprovada,AI Metrics UI - Model performance drift detection cost tracking,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
TRACK-005,14,Completed,entregue-comprovada,Security Dashboard UI - Vulnerability tracking scan results security posture,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
TRACK-006,14,Completed,entregue-comprovada,Build Health UI - Validation results build status test results,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-167,14,Completed,entregue-sem-evidencia,Wire workers to pnpm dev startup - Follow-up to IFC-163,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-168,14,Completed,entregue-sem-evidencia,Convert AI worker to BullMQ queue consumer - Follow-up to IFC-005/IFC-085,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-169,12,Completed,entregue-comprovada,Require Supabase env vars - Follow-up to IFC-006,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-170,12,Completed,entregue-sem-evidencia,Implement Twilio SMS channel - Follow-up to IFC-157,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-171,12,Completed,entregue-sem-evidencia,Implement webhook notification channel - Follow-up to IFC-157,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-172,13,Completed,entregue-sem-evidencia,Complete Microsoft Calendar integration - Follow-up to IFC-138,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-173,13,Completed,entregue-sem-evidencia,Complete inbound email parsing endpoint - Follow-up to IFC-144,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-174,14,Completed,entregue-comprovada,Run REAL Ollama benchmarks - Follow-up to IFC-085,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-128,14,Completed,entregue-comprovada,FLOW-045: AI Chain Versioning Admin UI - Wire IFC-086 Backend,strong,
IFC-176,3,Completed,entregue-comprovada,AI Output Review - Validators Layer (Zod schemas for review inputs/outputs),strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-177,4,Completed,entregue-sem-evidencia,AI Output Review - Application Layer (use cases and ports),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-178,4,Completed,entregue-comprovada,AI Output Review - Database Schema (Prisma models),strong,
IFC-179,5,Completed,entregue-comprovada,AI Output Review - Adapters Layer (repository implementation),strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-180,5,Completed,entregue-comprovada,AI Output Review - tRPC Router (API endpoints),strong,
IFC-181,6,Completed,entregue-sem-evidencia,AI Output Review - Frontend UI (review queue page),weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-182,13,Completed,entregue-comprovada,Home Page tRPC Router - Welcome summary activity feed AI insights pinned items daily goals,strong,
IFC-183,13,Completed,entregue-comprovada,Notifications tRPC Router - List mark read preferences real-time subscription,strong,
PG-129,14,Completed,entregue-comprovada,Authenticated Home Page - Welcome summary activity feed AI insights pinned items goals,strong,
PG-130,14,Completed,entregue-sem-evidencia,Notifications Inbox Page - List mark read real-time updates filters,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-131,14,Completed,entregue-comprovada,Deal Forecast UI Pages - Probability gauge risk factors recommendations history,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-132,18,Completed,entregue-comprovada,Smart Lead Routing UI - Rules configuration assignment dashboard SLA monitoring,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-184,4,Completed,entregue-sem-evidencia,Contact tRPC Router - CRUD search relationship linking timeline integration,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-185,4,Completed,entregue-sem-evidencia,Account tRPC Router - CRUD hierarchy contacts opportunities activity feed,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-186,5,Completed,entregue-comprovada,Deal/Opportunity tRPC Router - CRUD pipeline stages probability history products,strong,
IFC-187,5,Completed,entregue-comprovada,Task tRPC Router - CRUD assignment scheduling reminders timeline integration,strong,
IFC-188,4,Completed,entregue-sem-evidencia,Ticket Domain Entity - Aggregate with SLA priority escalation categories customer linking,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-189,5,Completed,entregue-comprovada,Ticket tRPC Router - CRUD SLA tracking escalation assignment customer portal,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-190,14,Completed,entregue-comprovada,Analytics tRPC Router - Sales metrics conversion funnels time series exports,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-133,5,Completed,entregue-comprovada,Contact List & Detail Pages - Search filters relationship view activity timeline,strong,
PG-134,5,Completed,entregue-comprovada,Account List & Detail Pages - Hierarchy view contacts opportunities revenue charts,strong,
PG-135,6,Completed,entregue-comprovada,Deal Pipeline Page - Kanban board drag-drop stages value totals filtering,strong,
PG-136,6,Completed,entregue-sem-evidencia,Task Management Page - List calendar view assignments reminders entity linking,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-137,6,Completed,entregue-comprovada,Ticket Management Page - List detail SLA indicators escalation customer portal view,strong,
PG-138,7,Completed,entregue-comprovada,Case List & Detail Pages - Party management deadline tracking document links timeline,strong,
PG-139,7,Completed,entregue-comprovada,Appointment Scheduling Page - Calendar view conflict detection case linking reminders,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-140,13,Completed,entregue-comprovada,Document Manager Page - Upload viewer version history ACL management search,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-141,11,Completed,entregue-comprovada,Email Compose & History Page - Thread view compose attachments templates,strong,
PG-142,7,Completed,entregue-comprovada,Sentiment Analysis Dashboard at /agent-approvals/sentiment - Timeline badges trend visualization email sentiment preview,strong,
PG-143,7,Completed,entregue-comprovada,Churn Risk Dashboard at /agent-approvals/churn-risk - Health scores risk indicators intervention triggers trend charts,strong,
PG-144,7,Completed,entregue-comprovada,AI Search (RAG) Page at /agent-approvals/ai-search - Universal search bar AI-powered results citations source highlighti,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-146,8,Completed,entregue-comprovada,Drift Detection Dashboard at /agent-approvals/drift - Model performance drift alerts cost tracking error rates,strong,
IFC-191,15,Completed,entregue-comprovada,User Timezone Support - Add timezone field to User model with preference UI and timezone-aware greeting,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-192,15,Completed,entregue-comprovada,Contact Activity Tracking - Add lastContactedAt field to Contact model with auto-update on interactions,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-193,16,Completed,entregue-sem-evidencia,Activity Feed Type Registry - Enum-based mapping from AuditLogEntry.eventType to ActivityFeedType with metadata,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-194,16,Completed,entregue-comprovada,Router Middleware Standardization - Migrate all routers from manual getTenantId to tenantProcedure,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-195,15,Completed,entregue-sem-evidencia,Customizable Daily Goals - Multi-type goal support (revenue calls meetings tasks custom) with user preferences,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-196,17,Completed,entregue-sem-evidencia,Home Page Response Caching - Redis caching for getWelcomeSummary with event-driven invalidation,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-197,7,Completed,entregue-comprovada,AI Monitoring tRPC Router - Expose drift detection latency metrics hallucination checks ROI tracking and agent status vi,strong,
PG-148,7,Completed,entregue-comprovada,Lead Scoring Dashboard at /agent-approvals/lead-scoring - Score distributions model accuracy top leads factor breakdown,strong,
PG-149,7,Completed,entregue-comprovada,Experiments Dashboard at /agent-approvals/experiments - A/B test management experiment results statistical analysis vari,strong,
PG-150,7,Completed,entregue-comprovada,AI Review History at /agent-approvals/history - Filterable history of all AI output reviews with timeline and audit trai,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-151,8,Completed,entregue-comprovada,Active Agents Dashboard at /agent-approvals/agents - Agent status monitoring active sessions task assignments health ind,strong,
PG-152,8,Completed,entregue-comprovada,Agent Logs Viewer at /agent-approvals/logs - Conversation transcripts tool call records searchable log timeline,strong,
PG-153,8,Completed,entregue-comprovada,Latency Monitor Dashboard at /agent-approvals/latency - SLO compliance latency percentiles chain performance phase-level,strong,
IFC-198,13,Completed,entregue-comprovada,"Billing Domain Core - Invoice/Receipt aggregates, payment state machine, tax/refund rules",strong,
IFC-200,13,Completed,entregue-comprovada,Analytics Adapter Layer - query builders and export pipeline for metrics router,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-202,16,Completed,entregue-sem-evidencia,Activity Feed Stats Endpoint - getStats aggregation with counts by type source and entity over time windows,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-203,16,Completed,entregue-sem-evidencia,Activity Feed Full-Text Search - search endpoint with text query across titles descriptions and actor names,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-205,6,Completed,entregue-comprovada,Ticket Full-Text Search - add search parameter to ticketQuerySchema and TicketService for subject ticketNumber contactNa,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-206,6,Completed,entregue-comprovada,Ticket Stats Enhancement - add SLA status breakdown time window filtering and sortBy sortOrder to ticket query schema,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-207,6,Completed,entregue-comprovada,Ticket Query Performance Tracking - add queryDurationMs to ticket list and stats endpoints using performance.now pattern,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-154,14,Completed,entregue-comprovada,Fix View Schedule 404 - Welcome Banner links to /calendar which does not exist,strong,
PG-155,14,Completed,entregue-comprovada,Fix 6 broken Quick Action hrefs - /calls/new /emails/compose /calendar/new /tasks/new /deals/new /documents/upload all r,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-156,15,Completed,entregue-comprovada,Customizable Daily Goals - settings UI + home.updateDailyGoal mutation + read from User.preferences instead of hardcoded,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-157,15,Completed,entregue-sem-evidencia,Visible Pin to Home buttons on entity list items and detail page headers - not just hidden in 3-dot MoreActionsButton sh,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-158,15,Completed,entregue-comprovada,Drag and drop pinned items reorder - backend API exists (home.reorderPinnedItems) needs @dnd-kit frontend integration,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-159,15,Completed,entregue-comprovada,Stale pin handling - deleted or inaccessible pinned entities should show Item unavailable with unpin option,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-160,15,Completed,entregue-comprovada,View All AI Insights page - /insights route with getAllInsights endpoint pagination and filtering by insight type,strong,
PG-161,16,Completed,entregue-sem-evidencia,Notifications integration on home page - bell icon header badge count IFC-183 Prisma model and notification router,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-162,16,Completed,entregue-comprovada,AI Insights from ML model - LangChain chain for generating daily insights with caching confidence scores and action reco,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-163,15,Completed,entregue-comprovada,Home page integration tests - test home.router endpoints against real database with seed data,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-164,15,Completed,entregue-comprovada,Home page E2E tests - 5 Playwright scenarios: public page auth redirect insight click quick action pin/unpin flow,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-165,14,Completed,entregue-comprovada,Update PRD checkboxes for home page - mark completed acceptance criteria and annotate deferred items with task reference,strong,
PG-167,16,Completed,entregue-comprovada,Analytics tracking plan for home page - define and implement business metrics events for section interactions,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-169,15,Completed,entregue-sem-evidencia,Developer Guides Page,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-170,15,Completed,entregue-sem-evidencia,Architecture Docs Page,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='PASS') — pre-ADR-068 schema"
PG-171,15,Completed,entregue-comprovada,Integration Resources Page,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-172,16,Completed,entregue-comprovada,Billing Ghost Pages - Usage Plans Upgrade Cancel and Settings,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-173,16,Completed,entregue-sem-evidencia,Ticket Configuration Pages - SLA Policies Types and Automations,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-174,16,Completed,entregue-comprovada,Notification Configuration Pages - Channels and Quiet Hours,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
PG-175,16,Completed,entregue-sem-evidencia,Deals Trash Page - Soft-deleted deals list with restore and permanent delete,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-176,16,Completed,entregue-sem-evidencia,Governance Quality Report Sub-Pages - Lighthouse Coverage and Performance views,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-177,16,Completed,entregue-sem-evidencia,Analytics Saved Report Pages - Weekly Monthly and Quarterly views,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
PG-178,16,Completed,entregue-sem-evidencia,Module Settings Pages - 11 per-module configuration pages at /settings/[module],weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
DOC-002,14,Completed,entregue-sem-evidencia,"Update sitemap.md to reflect actual 101 page.tsx files, add app/sitemap.ts XML generator, app/robots.ts, reconcile again",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
DOC-003,14,Completed,entregue-sem-evidencia,"Update PAGE_MAP_AND_FLOWS.md to reflect 103 pages and current flows, verify auth diagrams, update API integration checkl",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='PASS') — pre-ADR-068 schema"
DOC-004,14,Completed,entregue-comprovada,"Update ui-flow-mapping.md cross-reference matrix to 103 routes, verify API router procedure counts (39 routers, 366 proc",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
DOC-005,14,Completed,entregue-comprovada,"Complete overhaul of page-registry.md from 8 routes to all 101 routes with task ID, KPI targets, code file path, compone",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
DOC-006,14,Completed,entregue-comprovada,"Create unified IA reference combining reachability audit route inventory with flow mapping user journey context, linking",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
DOC-007,14,Completed,entregue-comprovada,"Conduct full accessibility compliance gap assessment: Lighthouse a11y audit on all 27 URLs, document WCAG 2.1 AA conform",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
DOC-008,14,Completed,entregue-comprovada,"Create VPAT 2.5 document, WCAG 2.1 AA conformance statement, axe-core/pa11y test suite, enforce accessibility in CI (err",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
DOC-009,14,Completed,entregue-comprovada,"Create content audit framework and perform initial audit: quantitative URL inventory (103 routes with HTTP status, respo",strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
DOC-010,15,Completed,entregue-comprovada,Create route reconciliation script comparing conformance-statement.md routes against apps/web/src/app/ directory tree,strong,
DOC-011,15,Completed,entregue-sem-evidencia,Add compliance-check Section 11 requiring VPAT/conformance review when PG-*/IFC-* UI tasks add or modify routes,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
DOC-012,15,Completed,entregue-comprovada,Establish quarterly accessibility documentation review cadence with recurring sprint task template,strong,
DOC-013,15,Completed,entregue-comprovada,Amend ADR-038 with Documentation Maintenance section mandating accessibility doc updates when scope changes,strong,
PG-179,15,Completed,entregue-comprovada,Press Release Detail Page - dynamic /press/[id] route for individual press releases linked from /press index page (conte,strong,
IFC-209,15,Completed,entregue-comprovada,"Fix sitemap.ts defects - replace new Date() lastModified with actual file modification timestamps, add all 6 blog post s",strong,
IFC-210,15,Completed,entregue-comprovada,"Fill SEO metadata gaps on public pages - add description OG and Twitter tags to /pricing, complete OG tags on /about and",strong,
DOC-014,15,Completed,entregue-sem-evidencia,"Automated content audit script - TypeScript CLI that scans page.tsx files, resolves metadata chains, calculates SEO scor",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
DOC-015,18,Backlog,status-desatualizado,Docs Integrity Reconciliation - Regenerate and sync conflicting design-document route totals from filesystem source of t,n/a,Backlog but has passing attestation (done-but-marked-backlog)
DOC-016,18,Backlog,status-desatualizado,Docs Integrity CI Gate - Automated cross-document route-total drift detection and PR enforcement,n/a,Backlog but has passing attestation (done-but-marked-backlog)
IFC-211,18,Backlog,parcialmente-entregue,,n/a,Backlog but 4 commit / 4 PR references exist
IFC-212,18,Completed,entregue-comprovada,Wire API container to QueueAIService for BullMQ-backed lead scoring,strong,
IFC-213,14,Completed,entregue-sem-evidencia,Replace Math.random connector health checks with adapter-backed health checks in integrations router,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-214,18,Completed,entregue-comprovada,Redis-backed AI Monitoring State Bridge - Replace process-local singleton reads with shared Redis telemetry store,strong,
IFC-215,18,Completed,entregue-comprovada,AI Monitoring Payload Fidelity - Replace tokenCost model and hallucination placeholders with real chain metadata,strong,
IFC-220,16,Completed,entregue-sem-evidencia,AI Insight Null-State UX (Contact) - Add Run AI Analysis button when aiInsight is null on Contact detail page. Lead deta,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-222,14,Completed,entregue-comprovada,Implement real Twilio SMS SDK calls (Resolves R-006),strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-223,14,Completed,entregue-sem-evidencia,Wire actual Email Outbound Adapter (Resolves R-018) [2026-06-09 audit: shipped as Completed but was MOCK in prod — conta,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-224,14,Completed,entregue-comprovada,Implement Calendar Webhook Ingestion Routes (Resolves R-008),strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-225,16,Completed,entregue-sem-evidencia,Convert Lead UX Fix - Backend requires QUALIFIED status but Convert button always visible. Fix: (1) Disable/hide button ,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-226,16,Completed,entregue-sem-evidencia,Lead Detail Null-State UX - Fix engagement/churn/sentiment showing raw 'Unknown' string when aiInsight is null. Replace ,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-227,18,Completed,entregue-sem-evidencia,Company-to-Account Navigation Link - Lead detail page shows company name as plain <span> in profile card (line 1352) and,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-230,18,Completed,entregue-comprovada,"Unify Lead Create/Edit Form - Create page (leads/(list)/new/page.tsx, 1029 lines) and Edit page (leads/[id]/edit/page.ts",strong,
IFC-232,16,Completed,entregue-sem-evidencia,Sidebar Broken Links Cleanup - 1 remaining broken navigation link: /deals/trash has no page.tsx (sidebar config deals.ts,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-234,18,Completed,entregue-sem-evidencia,"Settings Pages Wiring - 4 settings pages with hardcoded data and inert buttons. Team: hardcoded 4-person array, inert In",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-236,16,Completed,entregue-sem-evidencia,Recent Activity Empty State CTA - Overview tab shows generic 'No activities yet' with no call to action. Add 'Log your f,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-237,16,Completed,entregue-sem-evidencia,Lead Router Security - Tenant Isolation & Domain Bypass. Fix 4 CRITICAL/MEDIUM security issues: (1) scoreWithAI fire-and,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-238,16,Completed,entregue-sem-evidencia,Lead Detail Status Type Fix + Auth Guard. Fix 2 CRITICAL issues: (1) LeadStatus type union at leads/[id]/page.tsx line 1,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-239,16,Completed,entregue-sem-evidencia,Lead Router Data Integrity Fixes. Fix 5 HIGH issues: (1) update procedure ambiguous status field handling - may silently,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-240,18,Completed,entregue-comprovada,Lead Audit Logging. Add audit log entries to all 20 lead router procedures using SecurityAuditService. GDPR-relevant ope,strong,
IFC-242,18,Completed,entregue-comprovada,"Lead Create Form Fixes - BANT Drop, Revenue Mapping, Validation. Fix 3 HIGH issues: (1) BANT fields (Budget, Authority, ",strong,
IFC-247,18,Completed,entregue-comprovada,Lead Detail Page Tests. Lead detail page (2200+ lines) has ZERO component tests [T1]. Also untested: addNote procedure [,strong,
IFC-248,18,Completed,entregue-sem-evidencia,"Lead List & Create Page Tests. Two major pages with ZERO tests: (1) Lead list page with filtering, sorting, bulk operati",weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-252,16,Completed,entregue-sem-evidencia,Contact Router Security — Tenant Isolation Fixes. CRITICAL: (1) search procedure has no createTenantWhereClause — cross-,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-253,16,Completed,entregue-sem-evidencia,Contact Detail NaN Fix + Auth Guard + Status Enum. CRITICAL: (1) NaN% division by zero — emailsOpened/emailsSent at line,weak,"attestation.json present but provenance incomplete (provenance=false, verdict='COMPLETE') — pre-ADR-068 schema"
IFC-254,16,Completed,entregue-comprovada,Contact Router Data Integrity Fixes. (1) Raw SQL in getTimeline has no tenant filter and .catch(() => []) swallows error,strong,"canonical attestation w/ provenance+PASS, but task-ID not found in commit/PR text"
IFC-255,18,Completed,entregue-comprovada,Contact Audit Logging. (1) Zero audit logging in all 14 contact router procedures — no ctx.security.auditLogger calls (R,strong,
