Task ID,Section,Description,Owner,Dependencies,Pre-requisites,Definition of Done,Status,KPIs,Target Sprint,Artifacts To Track,Validation Method,Estimate (O/M/P),Planned Start,Planned Finish,Percent Complete,Dependency Types,Cadence
IFC-262,Core CRM,Contact Merge & Duplicate Detection Wiring. (1) mergeContacts deletes secondary without re-parenting all child records — orphaned opportunities/tasks (W-03). (2) findPotentialDuplicates exists in service but no tRPC procedure exposes it (W-09). (3) mergeContacts exists but no router procedure wraps it (W-10). (4) mergeContacts no cross-tenant check between primary and secondary (W-12). (5) associateWithAccount inside mergeContacts causes double-save and potential double event emission (W-13). Audit: docs/audit/contact-detail-wiring-audit.md §17.,Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,Merge re-parents all child records before deleting secondary; tRPC procedures for findDuplicates and mergeContacts; cross-tenant check; no double-save; UI merge workflow; tests >=90%,Backlog,Zero orphaned records after merge; duplicate detection accuracy >80%,22,ARTIFACT:apps/api/src/modules/contact/contact.router.ts;ARTIFACT:packages/application/src/services/ContactService.ts,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/application,240/480/960,,,0,,
IFC-263,Core CRM,Contact Email & AI Integration. (1) No email-to-contact matching — inbound emails not linked to contacts by sender address (W-06). (2) No automated AI insight triggering — contact create/update doesn't trigger scoring like lead does (W-07). (3) No contact routing rules — leads have routing but contacts don't (W-14). Audit: docs/audit/contact-detail-wiring-audit.md §17.,Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,Inbound emails matched to contacts by sender address; contact mutations trigger AI scoring; basic contact routing rules; tests >=90%,Backlog,Email-contact match rate >90%; AI scoring triggered on create/update,22,ARTIFACT:apps/api/src/modules/contact/contact.router.ts;ARTIFACT:apps/api/src/modules/email/inbound.router.ts,VALIDATE:pnpm test --filter @intelliflow/api,120/240/480,,,0,,
IFC-264,Core CRM,Contact Bulk Import & Service Layer Fixes. (1) No CSV upload or bulk create for contacts (W-08). (2) listContacts service returns empty array as default when no ownerId/accountId — latent bug for future callers (W-15). (3) getContactStatistics returns empty for undefined ownerId (W-16). Audit: docs/audit/contact-detail-wiring-audit.md §17.,Backend Dev (STOA-Domain),,FILE:docs/audit/contact-detail-wiring-audit.md,CSV import endpoint for contacts; listContacts supports findAll with pagination; getContactStatistics handles ADMIN role; tests >=90%,Backlog,Bulk import handles >=1000 contacts; <5s for 500 row CSV,24,ARTIFACT:apps/api/src/modules/contact/contact.router.ts;ARTIFACT:packages/application/src/services/ContactService.ts,VALIDATE:pnpm test --filter @intelliflow/api,120/240/480,,,0,,
IFC-265,Core CRM,"Contact Detail Page Tests. (1) Contact detail page (2242 lines) has ZERO page-level tests (T-01). (2) Tenant isolation NEVER tested in 2878 lines of router tests (T-04). (3) logActivity missing activity type coverage in tests (T-06). (4) getById relations (activities, notes, opportunities, aiInsight) not asserted (T-07). (5) Tab content rendering not verified in component tests (T-08). Audit: docs/audit/contact-detail-wiring-audit.md §19.",Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,Contact detail page test file with >=20 tests; router tests for tenant isolation; logActivity type coverage; getById relation assertions; tab content verification; coverage >=90%,Completed,Contact detail page test coverage >=90%,18,ARTIFACT:apps/web/src/app/contacts/[id]/__tests__/page.test.tsx;ARTIFACT:apps/api/src/modules/contact/__tests__/contact.router.tenant.test.ts,VALIDATE:pnpm test --filter @intelliflow/web --filter @intelliflow/api,240/480/960,2026-06-13,,10,,
IFC-266,Core CRM,"Contact List/Create Page Tests + E2E. (1) Contact list page has ZERO page tests (T-02). (2) Contact create page has ZERO page tests — auth guard gap F-07 would be caught (T-03). (3) Bulk selection (select all, bulk email, bulk export) untested (T-05). (4) Contract tests missing for bulkEmail, bulkExport, bulkDelete (T-09). (5) No E2E Playwright tests for contact CRUD flow (T-10). Audit: docs/audit/contact-detail-wiring-audit.md §19.",Frontend Dev (STOA-Quality),,FILE:docs/audit/contact-detail-wiring-audit.md,List page test file with >=10 tests; create page test file with auth guard test; bulk operation tests; contract tests for bulk procedures; E2E create-view-edit-delete flow; coverage >=90%,Completed,Contact page test coverage >=90%; E2E CRUD flow passing,18,ARTIFACT:apps/web/src/app/contacts/(list)/__tests__/page.test.tsx;ARTIFACT:tests/e2e/contact-crud.spec.ts,VALIDATE:pnpm test --filter @intelliflow/web && npx playwright test,240/480/960,2026-06-14,2026-06-14,100,,
IFC-267,Core CRM,"Account Detail No-Op Action Buttons. Wire 6 non-functional buttons: (1) Create Deal button no onClick (F-05, AccountDetail.tsx:229). (2) Add Contact button no onClick in overview (F-06, AccountDetail.tsx:233). (3-4) Add Contact buttons no onClick in contacts tab header and empty state (F-07/F-08, AccountContactsList.tsx:61,85). (5-6) Create Opportunity buttons no onClick in opportunities tab header and empty state (F-10/F-11, AccountOpportunitiesList.tsx:68,116). Each button should open the appropriate create form or association dialog with accountId pre-filled. Audit: docs/audit/account-detail-wiring-audit.md sections 3-5.",Frontend Dev (STOA-Quality),,FILE:docs/audit/account-detail-wiring-audit.md,All 6 buttons navigate to create form or open association dialog with accountId pre-filled; Create Deal opens deal create with account pre-selected; Add Contact opens contact association or create sheet; Create Opportunity opens opportunity create with account; tests >=90%,Completed,6/6 buttons functional; create forms pre-fill accountId; ContactAddSheet 100/97/100/100% coverage; OpportunityCreateSheet 100/93/100/100% coverage; 109 tests passing,16,ARTIFACT:apps/web/src/components/accounts/AccountDetail.tsx;ARTIFACT:apps/web/src/components/accounts/AccountContactsList.tsx;ARTIFACT:apps/web/src/components/accounts/AccountOpportunitiesList.tsx;ARTIFACT:apps/web/src/components/accounts/OpportunityCreateSheet.tsx;ARTIFACT:apps/web/src/components/accounts/ContactAddSheet.tsx;EVIDENCE:.specify/sprints/sprint-16/attestations/IFC-267/attestation.json,VALIDATE:pnpm test --filter @intelliflow/web,60/120/240,2026-03-12,2026-03-12,100,,
IFC-268,Core CRM,Account Owner Display & Assignment. (1) Owner card shows literal 'Owner Assigned' and 'Account Manager' text instead of actual owner name/title — ownerId exists but owner relation not included in getById (F-01). (2) No owner assignment UI or mutation (F-02). Fix: include owner relation in getById query; display real owner name and role; add owner assignment combobox or dialog with user search mutation. Audit: docs/audit/account-detail-wiring-audit.md section 2.,Frontend Dev (STOA-Quality),,FILE:docs/audit/account-detail-wiring-audit.md;SPEC:.specify/sprints/sprint-16/specifications/IFC-268-spec.md;PLAN:.specify/sprints/sprint-16/planning/IFC-268-plan.md,Owner card displays real owner name and role from API; owner assignment UI with user search; account.update supports ownerId change; tests >=90%,Completed,Owner name renders from API data; 144 tests passing (39 domain + 76 backend + 29 frontend); 0 lint errors,16,ARTIFACT:apps/web/src/components/accounts/AccountDetail.tsx;ARTIFACT:apps/api/src/modules/account/account.router.ts;EVIDENCE:.specify/sprints/sprint-16/attestations/IFC-268/attestation.json,VALIDATE:pnpm test --filter @intelliflow/web --filter @intelliflow/api,120/240/480,2026-03-18,2026-03-19,100,,
IFC-269,Core CRM,"Account Backend Tenant Isolation & Security. (1) CRITICAL: filterOptions uses raw ctx.prisma instead of prismaWithTenant for user lookup — tenant data leak (B-01, account.router.ts:445). (2) PrismaAccountRepository has NO tenantId filter on any method — single-layer defense (B-02). (3) existsByName blocks same name across all tenants — should be per-tenant (B-03). (4) sortBy parameter unsanitized — potential Prisma orderBy injection (B-04). (5) TOCTOU window in update/delete without transaction (B-05). (6) Zero audit logging on all account mutations (B-07). Audit: docs/audit/account-detail-wiring-audit.md sections 11-12.",Backend Dev (STOA-Domain),,FILE:docs/audit/account-detail-wiring-audit.md,filterOptions uses prismaWithTenant; repository methods include tenantId filter; existsByName scoped per-tenant; sortBy validated against allowlist; update/delete wrapped in transaction; auditLogger.log on create/update/delete/setParent; tests >=90%,Completed,Zero cross-tenant data leaks; audit log entries for all mutations,16,ARTIFACT:apps/api/src/modules/account/account.router.ts;ARTIFACT:packages/adapters/src/repositories/PrismaAccountRepository.ts,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/adapters,120/240/480,2026-04-06,,100,,
IFC-270,Core CRM,Account Router Missing Procedures & Update Fix. (1) Update procedure silently drops revenue/employees/industry/parentAccountId fields accepted by schema (B-08). (2) accountListResponseSchema uses 'data' key but router returns 'accounts' — mismatch (B-09). (3) No updateRevenue procedure — domain Account.updateRevenue() unreachable via API (B-10). (4) No updateEmployeeCount procedure (B-11). (5) No categorizeIndustry procedure (B-12). (6) mapAccountToResponse returns raw WebsiteUrl value object instead of string (B-13). Audit: docs/audit/account-detail-wiring-audit.md section 12.,Backend Dev (STOA-Domain),,FILE:docs/audit/account-detail-wiring-audit.md,Update procedure passes all accepted fields to service; schema key matches router response; updateRevenue/updateEmployeeCount/categorizeIndustry procedures added; WebsiteUrl serialized to string; tests >=90%,Completed,All schema fields persist on update; 3 new procedures functional,18,ARTIFACT:apps/api/src/modules/account/account.router.ts;ARTIFACT:packages/validators/src/account.ts;ARTIFACT:packages/application/src/services/AccountService.ts,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/validators,120/240/480,2026-06-12,2026-06-13,100,,
IFC-271,Core CRM,Account Domain Model Fixes. (1) No AccountDeletedEvent — deletions produce no domain event; audit handler has mapping but event never emitted (D-01). (2) Account.toJSON() omits tenantId (B-15). (3) updateAccountInfo return value (Result) discarded by service — silent validation failures (B-16). (4) user!.userId non-null assertion in router (B-06). Audit: docs/audit/account-detail-wiring-audit.md sections 11-13.,Backend Dev (STOA-Domain),,FILE:docs/audit/account-detail-wiring-audit.md,AccountDeletedEvent defined and emitted on delete; toJSON includes tenantId; updateAccountInfo Result checked and errors propagated; non-null assertion replaced with proper null check; tests >=90%,Backlog,Delete emits event; zero silent failures,18,ARTIFACT:packages/domain/src/crm/account/Account.ts;ARTIFACT:packages/domain/src/crm/account/AccountEvents.ts;ARTIFACT:packages/application/src/services/AccountService.ts,VALIDATE:pnpm test --filter @intelliflow/domain --filter @intelliflow/application,60/120/240,,,0,,
IFC-272,Core CRM,"Account Event Pipeline — Worker Handlers + Event Types. (1) Zero account event handlers in events worker (W-01). (2) Zero account event types in DOMAIN_EVENT_TYPES map (W-02). (3) Audit handler has 3 account event mappings (Created/Updated/Deleted) but events never reach it because worker has no handlers and dispatcher has no types (W-03). Add event handlers for AccountCreated, AccountUpdated, AccountDeleted (requires IFC-271), AccountRevenueUpdated, AccountHierarchyUpdated, AccountIndustryCategorized to events worker. Register all types in DOMAIN_EVENT_TYPES. Cross-ref: W-01/W-02 pattern shared with Contact (IFC-261). Audit: docs/audit/account-detail-wiring-audit.md section 14.",Backend Dev (STOA-Domain),IFC-271:FS,FILE:docs/audit/account-detail-wiring-audit.md,Events worker has handlers for all 6 account event types; DOMAIN_EVENT_TYPES updated; audit handler receives events; tests >=90%,Backlog,6/6 event types handled; audit trail populated for account mutations,22,ARTIFACT:apps/workers/events-worker/src/main.ts;ARTIFACT:apps/workers/events-worker/src/outbox/event-dispatcher.ts,VALIDATE:pnpm test --filter @intelliflow/events-worker,120/240/480,,,0,,
IFC-273,Core CRM,"Account List Page Type Safety & Filter Enums. (1) serverStats cast to any loses type safety (L-01, AccountsPageClient.tsx:154). (2) Double unsafe cast for withOpportunities stat (L-02, AccountsPageClient.tsx:206-208). (3) AccountTier type and getAccountTier() duplicated locally in AccountCard.tsx instead of using domain enum (L-04). (4) Contact status filter uses hardcoded inline option values instead of ContactStatus domain enum (F-09, AccountContactsList.tsx:81-83). (5) Opportunity stage filter uses hardcoded inline strings instead of OpportunityStage domain enum (F-12, AccountOpportunitiesList.tsx:109-114). Audit: docs/audit/account-detail-wiring-audit.md sections 4-5, 15.",Frontend Dev (STOA-Quality),,FILE:docs/audit/account-detail-wiring-audit.md,Stats query properly typed without any cast; AccountTier uses domain enum; filter dropdowns derive options from domain enums; tests >=90%,Completed,Zero any casts in account pages; filter options from domain enums,18,ARTIFACT:apps/web/src/app/accounts/(list)/AccountsPageClient.tsx;ARTIFACT:apps/web/src/components/accounts/AccountCard.tsx;ARTIFACT:apps/web/src/components/accounts/AccountContactsList.tsx;ARTIFACT:apps/web/src/components/accounts/AccountOpportunitiesList.tsx,VALIDATE:pnpm test --filter @intelliflow/web,60/120/240,2026-06-13,,20,,
IFC-274,Core CRM,Account Activity Timeline — Replace Stub Data. AccountService.getAccountActivity() (lines 748-785) returns synthetic/stub activities with hardcoded descriptions and broken cursor pagination — not real Activity model records (F-13). Replace with real activity feed from ActivityFeed component or Activity model queries. Should use same pattern as Lead/Contact activity tabs. Audit: docs/audit/account-detail-wiring-audit.md section 6.,Backend Dev (STOA-Domain),,FILE:docs/audit/account-detail-wiring-audit.md,Account activity tab shows real Activity model records; pagination works correctly; no synthetic data; matches Lead/Contact activity pattern; tests >=90%,Backlog,Real activity records displayed; pagination cursor works; <500ms query time,20,ARTIFACT:apps/api/src/modules/account/account.router.ts;ARTIFACT:packages/application/src/services/AccountService.ts;ARTIFACT:apps/web/src/components/accounts/AccountDetail.tsx,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/web,120/240/480,,,0,,
IFC-275,Core CRM,Account Create & Edit Forms. (1) No account create form page — router has create procedure but no frontend consumer (F-16). Create page at accounts/(list)/new/page.tsx with form for all account fields. (2) No account edit form — Edit button navigates but lands on 404 (F-17). Create edit form page or inline edit mode using router update procedure. Both forms should validate with accountSchema. Audit: docs/audit/account-detail-wiring-audit.md section 10.,Frontend Dev (STOA-Quality),IFC-270:FS,FILE:docs/audit/account-detail-wiring-audit.md,Account create form page at accounts/(list)/new/page.tsx; edit form accessible from detail page; both forms validate and submit via tRPC mutations; success navigation and error handling; auth guard on both pages; tests >=90%,Backlog,Create and edit forms submit successfully; validation errors displayed,20,ARTIFACT:apps/web/src/app/accounts/(list)/new/page.tsx;ARTIFACT:apps/web/src/components/accounts/AccountForm.tsx,VALIDATE:pnpm test --filter @intelliflow/web,120/240/480,,,0,,
IFC-276,Core CRM,Account Contract Test + Test Gaps. (1) Accounts is the ONLY entity without a contract test file (T-01). (2) No-op buttons untested — 6 CRITICAL no-op buttons have no click behavior tests (T-02). (3) Tenant isolation untested in router tests (T-03). (4) No E2E Playwright tests for account CRUD flow (T-04). (5) Owner display untested — tests don't verify owner name/title rendering (T-05). Audit: docs/audit/account-detail-wiring-audit.md section 19.,Frontend Dev (STOA-Quality),IFC-267:FS;IFC-268:FS,FILE:docs/audit/account-detail-wiring-audit.md,Account contract test file created; button click tests verify navigation/dialog; router tests verify tenant isolation; E2E create-view-edit-delete flow; owner rendering tests; coverage >=90%,Backlog,Contract test passing; E2E CRUD flow passing; >=90% coverage,20,ARTIFACT:apps/api/src/__tests__/contract/account.contract.test.ts;ARTIFACT:apps/web/src/components/accounts/__tests__/AccountDetail.buttons.test.tsx;ARTIFACT:tests/e2e/account-crud.spec.ts,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/web && npx playwright test,240/480/960,,,0,,
IFC-277,Core CRM,"Account Service Dead Code & Minor Fixes. (1) calculateAccountHealth() unreachable from router — decide: wire (D-02). (2) getAccountWithContext() unreachable from router — decide: wire (D-03). (3) Revenue NaN risk — Number(revenue) on non-numeric string renders '$NaNM' (F-14). (4) Health bar arbitrary scale — no documented max value (F-15). (5) Contact firstName[0] undefined risk in AccountContactsList (F-18). (6) findAncestors N+1 query pattern (B-14). (7) Merge/Archive toast stubs referencing IFC-044 (F-03/F-04). Audit: docs/audit/account-detail-wiring-audit.md sections 9, 13, 16-17.",Backend Dev (STOA-Domain),,FILE:docs/audit/account-detail-wiring-audit.md,Dead code either wired to router procedures or removed; revenue NaN guarded with fallback; health bar has documented max; firstName fallback for empty string; findAncestors uses recursive CTE; tests >=90%,Backlog,Zero dead code methods; zero NaN renders; hierarchy query O(1),24,ARTIFACT:packages/application/src/services/AccountService.ts;ARTIFACT:apps/web/src/components/accounts/AccountDetail.tsx;ARTIFACT:packages/adapters/src/repositories/PrismaAccountRepository.ts,VALIDATE:pnpm test --filter @intelliflow/application --filter @intelliflow/web --filter @intelliflow/adapters,120/240/480,,,0,,
IFC-278,Core CRM,"Deal Detail Page — Replace SAMPLE_DEAL with Real API Data. CRITICAL: Entire deal detail page (deals/[id]/page.tsx 792 lines) is 100% hardcoded with SAMPLE_DEAL constant (lines 116-150) — zero API calls. The dealId from useParams() is captured but never used for data fetch (line 684). Must: (1) Replace SAMPLE_DEAL with trpc.opportunity.getById query using dealId param. (2) Add useRequireAuth() guard (F-03 — detail page is the only unguarded page). (3) Fix STAGES constant to match domain 7-stage enum (F-04 — uses CLOSED instead of CLOSED_WON/CLOSED_LOST, omits NEEDS_ANALYSIS). (4) Fix StageProgress to use deal prop instead of SAMPLE_DEAL.value directly (F-05). (5) Remove _SAMPLE_ACTIVITIES dead code (F-06). (6) Add clickable links to account/contact detail pages (F-07). (7) Wire real owner data from getById relation include. Router getById exists (IFC-186). Cross-entity patterns from Lead 360 wiring (2026-03-04) should be followed. Audit: docs/audit/deal-detail-wiring-audit.md section 1.",Frontend Dev (STOA-Quality),,FILE:docs/audit/deal-detail-wiring-audit.md;SPEC:.specify/sprints/sprint-16/specifications/IFC-278-spec.md,Deal detail loads real API data via trpc.opportunity.getById; auth guard present; STAGES matches domain enum; StageProgress uses deal prop; dead code removed; account/contact linked; owner from API; loading/error states; tests >=90%,Completed,Zero SAMPLE_DEAL references; all fields from API; auth guard present,16,ARTIFACT:apps/web/src/app/deals/[id]/page.tsx;PLAN:.specify/sprints/sprint-16/planning/IFC-278-plan.md;EVIDENCE:.specify/sprints/sprint-16/attestations/IFC-278/attestation.json,VALIDATE:pnpm test --filter @intelliflow/web,240/480/960,2026-03-17,2026-03-18,100,,
IFC-279,Core CRM,"Deal Create Form + /deals/new Route. No deal creation form exists — both 'New Deal' buttons (deals/(list)/page.tsx lines 454 and 492) link to /deals/new which is a 404 (F-02). Must: (1) Create page at apps/web/src/app/deals/new/page.tsx or deals/(list)/new/page.tsx. (2) Form fields: name, value (money input), stage (default PROSPECTING), probability, expectedCloseDate (date picker), accountId (account search combobox), contactId (contact search combobox). (3) Wire to trpc.opportunity.create mutation. (4) Add useRequireAuth(). (5) Validate with createOpportunitySchema. (6) Success: navigate to /deals/[newId]. Audit: docs/audit/deal-detail-wiring-audit.md section 1 F-02.",Frontend Dev (STOA-Quality),,FILE:docs/audit/deal-detail-wiring-audit.md,Deal create form page exists; all fields validated; submits via trpc.opportunity.create; success navigates to deal detail; auth guard present; error handling; tests >=90%,Completed,Create form submits successfully; validation errors displayed,16,ARTIFACT:apps/web/src/app/deals/(list)/new/page.tsx;ARTIFACT:apps/web/src/components/deals/DealForm.tsx;SPEC:.specify/sprints/sprint-16/specifications/IFC-279-spec.md;PLAN:.specify/sprints/sprint-16/planning/IFC-279-plan.md;EVIDENCE:.specify/sprints/sprint-16/attestations/IFC-279/attestation.json,VALIDATE:pnpm test --filter @intelliflow/web,120/240/480,2026-03-17,2026-03-17,100,,
IFC-280,Core CRM,Deal Detail Action Buttons — Wire 14 No-Ops. (1) EntityHeader 6 no-ops all with onClick: () => {} (F-08): Won → moveStage CLOSED_WON with success dialog; Lost → moveStage CLOSED_LOST with LossReasonModal (reuse from list page); Edit → navigate to edit form or open inline edit; Clone → duplicate mutation; Archive → set archived status; Delete → AlertDialog confirmation + delete mutation. (2) Stakeholder/Product/File 8 no-ops (F-09): Edit stakeholders → open edit dialog; Account icons → navigate to /accounts/[id] and website; Contact icons → mailto: and tel: links; Add Product → product association dialog; File upload → upload mutation; File links → presigned URL download. Depends on IFC-278 (real data needed for mutations). Audit: docs/audit/deal-detail-wiring-audit.md section 2.,Frontend Dev (STOA-Quality),IFC-278:FS,FILE:docs/audit/deal-detail-wiring-audit.md,Won/Lost buttons trigger moveStage mutations with confirmation; Edit navigates to edit; Clone/Archive/Delete functional with confirmations; stakeholder/product/file buttons all wired; tests >=90%,Completed,14/14 buttons functional; confirmation dialogs for destructive actions,18,ARTIFACT:apps/web/src/app/deals/[id]/page.tsx,VALIDATE:pnpm test --filter @intelliflow/web,240/480/960,2026-06-13,2026-06-13,100,,
IFC-281,Core CRM,Deal Backend Tenant Isolation & Audit Logging. (1) CRITICAL: PrismaOpportunityRepository.findById() (line 82) has NO tenantId WHERE clause — cross-tenant read/write/delete possible via getById/update/delete/moveStage/dealForecast (B-01). Fix: add tenantId to findById() and findByOwnerId() WHERE clauses. (2) CRITICAL: Zero auditLogger.log() calls across all 16 opportunity + pipeline-config procedures (B-02). Add audit logging to create/update/delete/moveStage (especially CLOSED_WON/CLOSED_LOST) and pipeline config changes. (3) Create notification in create procedure uses raw ctx.prisma instead of prismaWithTenant (B-03). Audit: docs/audit/deal-detail-wiring-audit.md sections 5-6.,Backend Dev (STOA-Domain),,FILE:docs/audit/deal-detail-wiring-audit.md,Repository findById/findByOwnerId include tenantId; auditLogger.log on all mutations; notification uses prismaWithTenant; cross-tenant access tests; tests >=90%,Completed,Zero cross-tenant data leaks; audit entries for all 16 procedures,16,ARTIFACT:packages/adapters/src/repositories/PrismaOpportunityRepository.ts;ARTIFACT:apps/api/src/modules/opportunity/opportunity.router.ts;ARTIFACT:apps/api/src/modules/opportunity/pipeline-config.router.ts,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/adapters,120/240/480,2026-03-18,,100,,SPEC:.specify/sprints/sprint-16/specifications/IFC-281-spec.md;PLAN:.specify/sprints/sprint-16/planning/IFC-281-plan.md
IFC-282,Core CRM,"Deal Router Correctness Fixes. (1) Name updates silently dropped — service has TODO 'Add updateName method' (B-04, OpportunityService.ts:313). Add updateName to domain and wire in service. (2) data.probability?.value unwrapping may be undefined if percentageSchema returns plain number (B-05, router:460). Verify and fix. (3) opportunityListResponseSchema key 'data' vs router key 'opportunities' mismatch (B-07, validators:88 vs router:437). (4) throwOpportunityCreateError maps VALIDATION_ERROR to NOT_FOUND — wrong HTTP semantic (B-09, router:55). (5) validateStageDeactivation throws plain Error → 500 instead of BAD_REQUEST (B-10, validators:214). (6) mapOpportunityToResponse drops closedAt field (B-11, mappers.ts:88-108). (7) CLOSED_LOST no-reason passes Zod but fails at service (B-12, router:322). Audit: docs/audit/deal-detail-wiring-audit.md section 6.",Backend Dev (STOA-Domain),,FILE:docs/audit/deal-detail-wiring-audit.md,Name updates persisted; probability correctly unwrapped; schema key matches router; VALIDATION_ERROR → BAD_REQUEST; validateStageDeactivation throws TRPCError; closedAt included in response; CLOSED_LOST reason properly validated; tests >=90%,Completed,All 7 correctness issues resolved; zero silent data drops,18,ARTIFACT:apps/api/src/modules/opportunity/opportunity.router.ts;ARTIFACT:packages/validators/src/opportunity.ts;ARTIFACT:packages/domain/src/crm/opportunity/Opportunity.ts;ARTIFACT:apps/api/src/shared/mappers.ts,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/validators --filter @intelliflow/domain,120/240/480,2026-06-13,2026-06-13,100,,
IFC-283,Core CRM,"Deal Event Pipeline — Worker Handlers. (1) Only opportunity.won has a handler in events worker; opportunity.created, opportunity.stage_changed, and opportunity.lost are defined in DOMAIN_EVENT_TYPES but have NO registered handlers (W-01). (2) No OpportunityDescriptionUpdatedEvent defined — description changes emit no event (W-02). Add handlers for the 3 missing event types. Add OpportunityDescriptionUpdatedEvent to domain. Cross-ref: same pattern as Account (IFC-272) and Contact (IFC-261). Audit: docs/audit/deal-detail-wiring-audit.md section 7.",Backend Dev (STOA-Domain),,FILE:docs/audit/deal-detail-wiring-audit.md,Events worker has handlers for opportunity.created/stage_changed/lost; OpportunityDescriptionUpdatedEvent added to domain; all 5 event types handled; tests >=90%,Backlog,5/5 opportunity event types handled in worker,22,ARTIFACT:apps/workers/events-worker/src/main.ts;ARTIFACT:packages/domain/src/crm/opportunity/OpportunityEvents.ts,VALIDATE:pnpm test --filter @intelliflow/events-worker --filter @intelliflow/domain,120/240/480,,,0,,
IFC-284,Core CRM,"Deal Forecast Algorithm Fixes. (1) buildWinRateTrend hardcodes months ['May','Jun','Jul','Aug','Sep','Oct'] regardless of current date — semantically incorrect data (B-06, forecast-algorithm.ts:283). Fix to derive from actual 6-month window. (2) DEFAULT_STAGE_PROBABILITIES diverge: validators has NEEDS_ANALYSIS=30/PROPOSAL=70 while domain/service/router/forecast-algorithm uses 40/60 (B-08). Unify to single source of truth. (3) buildMonthlyRevenue uses locale-dependent toLocaleString for month names — breaks on non-en-US servers (B-15, forecast-algorithm.ts:269). (4) Forecast trend values hardcoded as 12 and 5 in forecast page (F-16, deals/forecast/page.tsx:709-710). Compute from API data. Audit: docs/audit/deal-detail-wiring-audit.md sections 4, 6.",Backend Dev (STOA-Domain),,FILE:docs/audit/deal-detail-wiring-audit.md,Win rate trend months derived from current date; stage probabilities unified to single source; month names locale-independent; forecast trends computed from data; tests >=90%,Backlog,Win rate trend matches actual date window; single probability source,20,ARTIFACT:apps/api/src/shared/forecast-algorithm.ts;ARTIFACT:packages/validators/src/opportunity.ts;ARTIFACT:apps/web/src/app/deals/forecast/page.tsx,VALIDATE:pnpm test --filter @intelliflow/api --filter @intelliflow/validators --filter @intelliflow/web,120/240/480,,,0,,
IFC-285,Core CRM,"Deal Service Dead Code & Minor Fixes. (1) 11 dead service methods unreachable from router: listOpportunities, advanceStage, updateValue, updateProbability, updateExpectedCloseDate, reopenOpportunity, getPipelineForecast, getOpportunitiesClosingSoon, getHighValueOpportunities, getOpportunitiesByAccount, getOpportunitiesByContact, getWinRateStatistics (B-13). Decide: wire to router or remove. (2) toMoney/toPercentage silent zero fallback on DB corruption (B-14). (3) TOCTOU in stage transitions — no optimistic locking (B-16). (4) Event publish failure swallowed with console.error only (B-17). (5) DealQuickView is a 49-line stub not used anywhere (F-13). (6) RecommendedActions.onActionClick not wired at forecast page level (F-18). (7) Sidebar deals config settingsHref points to /settings/deals instead of /settings/pipeline (W-03). Audit: docs/audit/deal-detail-wiring-audit.md sections 6-7.",Backend Dev (STOA-Domain),,FILE:docs/audit/deal-detail-wiring-audit.md,Dead code either wired to router or removed; toMoney/toPercentage propagate errors; event publish has retry; DealQuickView wired or removed; sidebar settingsHref fixed; tests >=90%,Backlog,Zero dead code methods; zero silent error swallowing,24,ARTIFACT:packages/application/src/services/OpportunityService.ts;ARTIFACT:packages/adapters/src/repositories/PrismaOpportunityRepository.ts;ARTIFACT:apps/web/src/components/deals/DealQuickView.tsx;ARTIFACT:apps/web/src/components/sidebar/configs/deals.ts,VALIDATE:pnpm test --filter @intelliflow/application --filter @intelliflow/adapters --filter @intelliflow/web,120/240/480,,,0,,
IFC-286,Core CRM,"Deal Detail Page Tests + E2E. (1) Deal detail page (792 lines) has ZERO test coverage (T-01). (2) No E2E Playwright tests for /deals, /deals/[id], or /deals/forecast — only pipeline-settings has E2E (T-02). (3) No cross-tenant access attempt test in router tests (T-03). (4) Contract test missing NEEDS_ANALYSIS stage in test data (T-04). Depends on IFC-278 (real data) and IFC-280 (wired buttons). Audit: docs/audit/deal-detail-wiring-audit.md section 10.",Frontend Dev (STOA-Quality),IFC-278:FS;IFC-280:FS,FILE:docs/audit/deal-detail-wiring-audit.md,Deal detail page test file with >=20 tests; E2E create-view-edit-delete flow; router tests for cross-tenant access; contract test includes NEEDS_ANALYSIS; coverage >=90%,Backlog,Deal detail page test coverage >=90%; E2E CRUD flow passing,20,ARTIFACT:apps/web/src/app/deals/[id]/__tests__/page.test.tsx;ARTIFACT:tests/e2e/deal-crud.spec.ts;ARTIFACT:apps/api/src/__tests__/contract/opportunity.contract.test.ts,VALIDATE:pnpm test --filter @intelliflow/web --filter @intelliflow/api && npx playwright test,240/480/960,,,0,,
